text,intent,tag
Ng hay máy vậy shop,ask_is_bot,O O O O O
em cam on ạ,thanks,O O O O
Ko phải hộp đựng sữa,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type
đung roi,agree,O O
Vâng tn cug dc c,agree,O O O O O
Aloo ạh,greet,O O
Aloo shop oi,greet,O O O
Alo alo ak,greet,O O O
T cảm ơn nhìu,thanks,O O O O
Alo alooo,greet,O O
ừ biết chỗ đê quai rồi,agree,O O O O O O
Cảm ơn b m vừa mua mất r,thanks,O O O O O O O O
K đc b ạ,deny,O O O O
Dạ vâng ạ Ko sao c ạ,agree,O O O O O O O
Sang tuần m mua Cám ơn nhé,thanks,O O O O O O O
alô shop oi,greet,O O O
Ah Uh,agree,O O
alo b ui,greet,O O O
Mấy màu kia tớ ko thích,deny,O O O O O O
Vâng vậy cũng đc ah,agree,O O O O O
Uh đúng rồi em,agree,O O O O
Da vâng oki c,agree,O O O O
Nhân viên hay bot,ask_is_bot,O O O O
Màu đy m lại k thích lắm,deny,O O O O O O O
Ko phải bình,deny,O O O
Không phải cái này,deny,O O O O
BẠn oi,greet,O O
Ủa B ơi,greet,O O O
Uh đúng rồi e,agree,O O O O
Xe này ko phải bạn ơi,deny,B-deny#object_type O O O O O
Vâng k sao mà c,agree,O O O O O
Nhưng k thích dáng,deny,O O O O
đúng rồi chị,agree,O O O
Alo shop ui,greet,O O O
ừa nha,agree,O O
Ko phải loại fax này,deny,O O O O O
đúng rồi shop nhé,agree,O O O O
thanks shop ne,thanks,O O O
dung roi ak,agree,O O O
Alo em oi,greet,O O O
Mình ko thích đỏ và đen,deny,O O O B-deny#color I-deny#color I-deny#color
cảm ơn shop đã phản hồi ạh,thanks,O O O O O O O
Alo p,greet,O O
K phải loại giường cũi cơ,deny,O O O B-inform#object_type I-inform#object_type O
Cảm ơn shop nhìu nhe,thanks,O O O O O
Vâng ạ có gì em sẽ báo lại ạ 3,agree,O O O O O O O O O O
Thanks shop nhiều,thanks,O O O
Cảm ơn sh nhé để minh xem,thanks,O O O O O O O
hi ad,greet,O O
Thank you,thanks,O O
Cảm ơn b nha,thanks,O O O O
Cji oi,greet,O O
chao b,greet,O O
Mình k thích màu đỏ,deny,O O O B-deny#color I-deny#color
À k phai Q Thanh Xuan,deny,O O O O O O
Ko phai 3890 nhe,deny,O O B-deny#price O
Alo blo,greet,O O
Đúng rồi đó,agree,O O O
Nhân viên shop hay gì thế,ask_is_bot,O O O O O O
hi bạn ơi,greet,O O O
Vâng thế để e lấy qua shopee vậy ạ,agree,O O O O O O O O O
Vâng đúng r c,agree,O O O O
chào bạn,greet,O O
shop ơi người hay bot thế ạ,ask_is_bot,O O O O O O O
Dạ em cảm ơn chị ạ,thanks,O O O O O O
alo b oii,greet,O O O
Hi chi,greet,O O
Alo shop ô,greet,O O O
Nhiều tiền quá Cám ơn bạn,thanks,O O O O O O
Hi dc nak,greet,O O O
mình ko thích mẫu nè hihi,deny,O O O O O O
thảm gấp m k thích,deny,B-deny#object_type O O O O
Ko phải ah,deny,O O O
Ko phải thái nguyên nhé,deny,O O O O O
K thích cái màu xám,deny,O O O B-deny#color I-deny#color
vâng ở HN quân đống đa,agree,O O O O O O
Đúng rồi á bạn,agree,O O O O
Đúng roi nha,agree,O O O
Ko phải gửi xe đâu,deny,O O O O O
Aloooo shop,greet,O O
Nhưng ko thích màu hồng,deny,O O O B-deny#color I-deny#color
Ô b oi,greet,O O O
đúng rồi vì ship đến chỗ làm 4h mình nghỉ rồi,agree,O O O O O O O O O O O
vâng ok sh,agree,O O O
Đúng rồi bạn mình lấy địa chỉ cơ quan,agree,O O O O O O O O O
Mình k thích màu này lắm,deny,O O O O O O
M ko thích đồ trung quốc đâu,deny,O O O O B-deny#origin I-deny#origin O
Alooooooo,greet,O
Alo ola,greet,O O
Mình k thích loại đó,deny,O O O O O
shop ơi bot à,ask_is_bot,O O O O
Hi ba n,greet,O O O
T ko thích cái này lắm,deny,O O O O O O
Ah ko phải,deny,O O O
ko phải mình hỏi là phần quai bên trên khác nhau,deny,O O O O O O O O O O O
Ck mình k thích,deny,O O O O
K phải tuần này nhé,deny,O O O O O
vâng ksao ạ,agree,O O O
Nhưng chất thì k thicha laqms,deny,O O O O O O
e cảm ơn chị nhiều,thanks,O O O O O
day k phải loại mình hỏi,deny,O O O O O O
Ko phải cái treo cũi kia,deny,O O O B-deny#object_type I-deny#object_type O
À dạ vâng c,agree,O O O O
không phải gửi nhanh ạ,deny,O O O O O
đúng roi ạ,agree,O O O
C oi hix,greet,O O O
mình k thích màu hồng,deny,O O O B-deny#color I-deny#color
Co phai nguoi ko,ask_is_bot,O O O O
Ko thích hoạ tiết shop nhé,deny,O O O O O O
K phai cái này,deny,O O O O
ừa cậu ạ,agree,O O O
Chị ơi,greet,O O
Ko phải ạ,deny,O O O
chatbot hay nhân viên vậy,ask_is_bot,O O O O O
Be k thich,deny,O O O
vâng ok ah,agree,O O O
Alooo shop ơiiii,greet,O O O
Dạ đúng rồi chị nè,agree,O O O O O
alooooooooooooooooooooo,greet,O
Alo bạn ơiiiii,greet,O O O
Cảm ơn bạn mình sẽ tham khảo 2 loại,thanks,O O O O O O O O O
Alo B oi,greet,O O O
K phải số tài khoản đâu,deny,O O O O O O
tra loi tu dong a shop,ask_is_bot,O O O O O O
à cảm ơn b nha,thanks,O O O O O
Thế này k đc đâu b ơi,deny,O O O O O O O
Vâng ok c ạ,agree,O O O O
Khong phai mình kh nói màu mình nói mẫu,deny,O O O O O O O O O
Vâng giao sớm giúp e nhé e cần lắm,agree,O O O O O O O O O
Vâng e biết r,agree,O O O O
hii,greet,O
Thank b ná,thanks,O O O
Cám ơn shop Có gì mình liên hệ sau,thanks,O O O O O O O O O
vâng ok b,agree,O O O
nvien hay bot vậy,ask_is_bot,O O O O
Vấn dề k phải rẻ hơn,deny,O O O O O O
chatbot à shop ơi,ask_is_bot,O O O O
ừa e ạ,agree,O O O
Nhưng k thích lắm,deny,O O O O
B ơi bạn,greet,O O O
bot à sh ơi,ask_is_bot,O O O O
Vâng Hn,agree,O O
Cảm ơn b nhé để mình nghiên cứu,thanks,O O O O O O O O
Không phải chậu nhựa thành cao cơ bạn ơi,deny,O O B-inform#object_type B-inform#material O O O O O
Dạ vâng cg đc ạ,agree,O O O O O
vâng c nhé,agree,O O O
e cám ơn ah,thanks,O O O O
bn oie,greet,O O
Alo đâu rồi,greet,O O O
E cám ơn c ạ D,thanks,O O O O O O
Ko bạn oi,greet,O O O
chứ k phải lớp,deny,O O O O
Vâng Ko có gì nè,agree,O O O O O
cái này t lại ko thích cái bàn đen,deny,O O O O O O O B-inform#object_type B-deny#color
Hix mẫu đó mình ko thích lắm,deny,O O O O O O O
alo em,greet,O O
chatbot hay nhan vien vay,ask_is_bot,O O O O O
Đúng rồi h,agree,O O O
Mình k thích matcha,deny,O O O O
Vâng e hay mua bên mình đó,agree,O O O O O O O
t cảm ơn nhé,thanks,O O O O
Chatbot hay nguoi vay shop,ask_is_bot,O O O O O
Vâng mình ở tq,agree,O O O O
Uh đúng rồi,agree,O O O
Vâng ok shop,agree,O O O
Hì b,greet,O O
Chatbot hay người,ask_is_bot,O O O
Auto rep à shop,ask_is_bot,O O O O
dạ vâng e đang xem tính năng trên youtube rồi liên hệ bên mình nhé,agree,O O O O O O O O O O O O O O O
Mjnk ko thichs mau hồng,deny,O O O B-deny#color I-deny#color
Cảm ơn nhiều ăn,thanks,O O O O
cảm ơn em,thanks,O O O
Vâng C,agree,O O
hi shop ạ,greet,O O O
Vâng để e tham khảo thêm ạ,agree,O O O O O O O
Ko phải mẫu,deny,O O O
Máy dùng tốt c ak Hút nhanh mạnh c ak Thanks c nhé,thanks,B-inform#object_type O O O O O O O O O O O O
shope oie,greet,O O
Ko phải rửa bình banh ạ,deny,O O B-deny#object_type I-deny#object_type O O
Hi mom,greet,O O
Mình cảm ơn nhé mình sẽ qua shop xem,thanks,O O O O O O O O O
bot hay người,ask_is_bot,O O O
chatbot hay nhân viên,ask_is_bot,O O O O
shop sử dụng bot à,ask_is_bot,O O O O O
alo Bạn ơi,greet,O O O
Em cam on chị ạ,thanks,O O O O O
K phải gửi bưu điện ạ,deny,O O O O O O
Thoi minh k thich con nay,deny,O O O O O O
Cam on b hehe,thanks,O O O O
Alo c ơ8,greet,O O O
Sjop oi,greet,O O
À cám ơn shop mình quy t định mua sẽ liên hệ lại nha,thanks,O O O O O O O O O O O O O O
B ơiiiiiii,greet,O O
Alo b ơiiiiii,greet,O O O
Hi shop oi,greet,O O O
Hì uki,greet,O O
2 loại kia e Ko thích lắm,deny,O O O O O O O
Hi page,greet,O O
cam ơn Shop nhé,thanks,O O O O
alo e ơi,greet,O O O
vâng e sẽ làm th,agree,O O O O O
alo alo shop,greet,O O O
K đc b oi,deny,O O O O
C OI,greet,O O
K phải cái màu xanh lá cây đâu ạ,deny,O O O B-deny#color I-deny#color I-deny#color O O O
Thế minhd cảm ơn nhé,thanks,O O O O O
Cám ơn e nhea,thanks,O O O O
Thanks shop nha để mình xem có j sẽ báo lại,thanks,O O O O O O O O O O O
shop de auto tra loi a,ask_is_bot,O O O O O O
k phải 549,deny,O O B-deny#price
La nguoi hay chatbot the,ask_is_bot,O O O O O
Ban oii,greet,O O
Cái mới mẫu mình k thích,deny,O O O O O O
Aloo chị,greet,O O
Be cậu ơi,greet,O O O
Alo shop ơiiii,greet,O O O
dung roi b,agree,O O O
DUNG ROI S OI,agree,O O O O
shop oi bot tự động à,ask_is_bot,O O O O O O
Cám ơn shop nhê để mình đặt hàng,thanks,O O O O O O O O
alo chị ưii,greet,O O O
hi,greet,O
Hì shop,greet,O O
Vâng Chị ship sớm giúp em,agree,O O O O O O
Alooo e ơi,greet,O O O
mình đang chat với ng hay bot the,ask_is_bot,O O O O O O O O
Em k thích màu hồng hahaa,deny,O O O B-deny#color I-deny#color O
Ah e ơi,greet,O O O
Vâng Hi,agree,O O
Này bạn ơi,greet,O O O
cam on e nhe,thanks,O O O O
Alo cậu,greet,O O
Thanks c ạ,thanks,O O O
U ko thích mua bên shopee,deny,O O O O O O
E cảm ơn ạ,thanks,O O O O
Alo B ơi,greet,O O O
em cảm ơn c,thanks,O O O O
Dạ vâng ok ạ,agree,O O O O
cám ơn sh phiền sh nhé,thanks,O O O O O O
Alo eoi,greet,O O
Alooo ạ,greet,O O
Mình ko muốn mua màu hồng,deny,O O O O B-deny#color I-deny#color
shop oi nguoi hay chatbot the ah,ask_is_bot,O O O O O O O
m cảm ơn nha,thanks,O O O O
Co phai ng ko,ask_is_bot,O O O O
Chị ơiiii,greet,O O
b nói vậy cũng k dc,deny,O O O O O O
Vâng oki c Để e đặt qua shopee,agree,O O O O O O O O
alo bạn oi,greet,O O O
Cám ơn shop,thanks,O O O
Cám ơn bạn ah,thanks,O O O O
Minh ko thich mau trắng,deny,O O O B-deny#color I-deny#color
Dạ vâng bạn,agree,O O O
Ko phải ở xa đâu,deny,O O O O O
chứ k phải địu bạn ạ,deny,O O O B-deny#object_type O O
Chứ k phải màu xanh này,deny,O O O B-deny#color I-deny#color O
Em ôi,greet,O O
Thanks ad nhìu,thanks,O O O
Uhm đúng rồi,agree,O O O
aloooo shop ơi,greet,O O O
Alo sh,greet,O O
2 mau nay minh deu k thich,deny,O O O O O O O
Vâng em nhần,agree,O O O
Màu đấy mình ko thích,deny,O O O O O
đứng rồi,agree,O O
alo bạn oưi,greet,O O O
T cảm ơn bạn,thanks,O O O O
Chatbot hay nguoi,ask_is_bot,O O O
Aloo shop ơiiii,greet,O O O
Thế à uh,agree,O O O
Alo c uiii,greet,O O O
Vâng c ui,agree,O O O
alo shop ui,greet,O O O
Vâng cốp oto 4 chỗ thui nên cũng hơi nhỏ,agree,O O O O O O O O O O
shop ưi,greet,O O
Cám ơn b Để mình tham khảo,thanks,O O O O O O O
Vâng oki shop,agree,O O O
Ko phải kệ đẩy,deny,O O B-deny#object_type O
Alooooo b ơi,greet,O O O
Ukm đúng rồi bạn ạ,agree,O O O O O
Alo em ơiii,greet,O O O
Vâng oki chị ạ,agree,O O O O
b uii,greet,O O
Hi anh chị,greet,O O O
ALO bạn,greet,O O
bot hay nhân viên,ask_is_bot,O O O O
K phải xe đó r,deny,O O B-deny#object_type O O
Oh Dạ vâng em noted nhé,agree,O O O O O O
Cám ơn shop mình sẽ đo lại và ib cho shop sau nhé,thanks,O O O O O O O O O O O O O
Sao shop oi,greet,O O O
Bajn oi,greet,O O
hị hị,greet,O O
mk dang chat với ng hay chatbot thế,ask_is_bot,O O O O O O O O
k phai,deny,O O
Nhung bạn oi,greet,O O O
Xanh đậm thì mình k thích,deny,B-deny#color I-deny#color O O O O
k phải xì hơi,deny,O O O O
đúng roi em,agree,O O O
hi shop ơi,greet,O O O
K phải giá úp bình sữa đâu,deny,O O B-deny#object_type I-deny#object_type I-deny#object_type I-deny#object_type O
Cám ơn bạn nha Mình sẽ tham khảo,thanks,O O O O O O O O
Alo chị oei,greet,O O O
Minh cam ơn nhiều ạ,thanks,O O O O O
Cảm ơn ấy,thanks,O O O
Dag dung roi,agree,O O O
Vâng ạ Thế mai e qua ạ,agree,O O O O O O O
cảm ơn ạ Có gì mình liên hệ sau,thanks,O O O O O O O O O
Alooo b ơiiiii,greet,O O O
K phải ở huyện đâu,deny,O O O O O
Dạ vâng ở dưới n loe ra nên rộng,agree,O O O O O O O O O
Cám ơn b ạ,thanks,O O O O
Vâng Xa quá Thui tẹo mk ck ạ,agree,O O O O O O O O
e cam on co j e se bao lai,thanks,O O O O O O O O O
chứ k phải nên gỗ,deny,O O O O O
À Vâng e chưa đọc kĩ,agree,O O O O O O
Balo chất liệu bằng nhựa hay j b,ask_confirm,B-inform#object_type O O O B-ask_confirm#material O O O
Cho bé 18 thang k ạ,ask_confirm,O O B-inform#age_of_use I-inform#age_of_use O O
Còn màu vàng ko b,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
Comfy c còn màu hồng ko ạ,ask_confirm,B-inform#brand O O B-ask_confirm#color I-ask_confirm#color O O
Xe đẩy này còn màu vàng k ạ,ask_confirm,B-inform#object_type I-inform#object_type O O B-ask_confirm#color I-ask_confirm#color O O
Size nhỏ là 490 ạ,ask_confirm,O O O B-ask_confirm#price O
Còn màu đen ko b,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
Cái này ạ,ask_confirm,O O O
xe joovy này k có màu đen hả b,ask_confirm,B-inform#object_type B-inform#brand O O O B-ask_confirm#color I-ask_confirm#color O O
Con e 4 tháng tuổi tập ngồi . Dùng xe này đc chưa,ask_confirm,O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O O O O O
Còn màu hồng kg,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O
Em xin giá thanh chắn giường 1m8 x 2m vơid ạ,request#price,O O O B-inform#object_type I-inform#object_type I-inform#object_type B-inform#size I-inform#size I-inform#size O O
Bé 12 tháng đi đc ko,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O
loại màu xanh kia giá 1tr750 nhỉ,ask_confirm,O B-inform#color I-inform#color O O B-ask_confirm#price O
Dùng dc chi sơ sinh k ạ,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O
Vẫn còn màu hồng cam đúg ko bạn,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O O
Dạ sp bảo hành chính hãng 1 năm phải ko ạ?,ask_confirm,O O B-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee I-ask_confirm#guarantee O O O
lam bang inox hay sat vay b?,ask_confirm,O O B-ask_confirm#material I-ask_confirm#material I-ask_confirm#material O O
Kg có màu trắg đen hả b?,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color I-ask_confirm#color O O
Mẫu này còn màu vang ko ạ,ask_confirm,O O O B-ask_confirm#color I-ask_confirm#color O O
Bạn ơi cái kệ chữ A cho bé sơ sinh đến 12m bao nhiêu hả bạn,request#price,O O O B-inform#object_type O O O O O O B-inform#age_of_use I-inform#age_of_use O O O O
Set này 1 tuổi chơi được ko bạn,ask_confirm,O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Xe mình gửi cho bạn còn màu vàng ạ,ask_confirm,B-inform#object_type O O O O O B-ask_confirm#color I-ask_confirm#color O
Còn màu xanh ko shop,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
Còn màu xanh k bann,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
Loại này trẻ 4 tháng ngồi được ko b,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
loại 1tr750 có màu xanh ko,ask_confirm,O B-inform#price O B-ask_confirm#color I-ask_confirm#color O
Ghế còn 450 ak c,ask_confirm,B-inform#object_type O B-ask_confirm#price O O
"còn 4,100,000 VND phải không shop",ask_confirm,O B-ask_confirm#price I-ask_confirm#price O O O
Có màu đỏ k ạ,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
"Xe này mình tham khảo là nặng 4,9kg đúng k bạn?",ask_confirm,B-inform#object_type O O O O O O B-ask_confirm#weight O O O
Nuk này là thuỷ tinh hay nhựa ạ,ask_confirm,O O O B-ask_confirm#material I-ask_confirm#material I-ask_confirm#material I-ask_confirm#material O
Bé 15 tháng ngồi vừa ko,ask_confirm,O B-inform#age_of_use I-inform#age_of_use O O O
hàng VN hay TQ ?,ask_confirm,O B-ask_confirm#origin I-ask_confirm#origin I-ask_confirm#origin O
Mình dat hàng giá vẫn là 2.290k,ask_confirm,O O O O O O B-ask_confirm#price
bộ nay còn màu hồng ko,ask_confirm,O O O B-ask_confirm#color I-ask_confirm#color O
Shop oi. Cai nay sale con 200 ha shop,ask_confirm,O O O O O O B-ask_confirm#price O O
4m dùng dk k ạ,ask_confirm,B-ask_confirm#age_of_use O O O O
Bé trai nhà e 6 tháng mang dc ko shop,ask_confirm,O O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
200k ha shop,ask_confirm,B-ask_confirm#price O O
Bé 8 th nằm trong này có bé ko ạ,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O O O
Chieu dai 74cm ha s,ask_confirm,O O B-ask_confirm#size O O
Hàng TQ hay VN e,ask_confirm,O B-ask_confirm#origin I-ask_confirm#origin I-ask_confirm#origin O
Phao này bé sơ sinh dùng đc ko ah,ask_confirm,B-inform#object_type O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Còn cho e hỏi ghế teknum thì ghế bằng da hay vải ạ,ask_confirm,O O O O O B-inform#brand O O O O O B-ask_confirm#material O
Ko phai sale còn 1tr2 hả b,ask_confirm,O O O O B-ask_confirm#price O O
Bát thì silicon pk shop?,ask_confirm,B-inform#object_type O B-inform#material O O
Mà bé nhà mình 3 tháng tuổi dùng phao đc chưa ạ,ask_confirm,O O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O B-inform#object_type O O O
Bé nhà mình 5.5 tháng chưa biết ngồi thì có dùng đc k ạ?,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O O O O O
Ghi xám hay ghi nâu hả shop,ask_confirm,O O O B-ask_confirm#color I-ask_confirm#color O O
Bằng thép ạh,ask_confirm,O B-ask_confirm#material O
cho e hỏi nay tắm sơ sinh dc dk ạh,ask_confirm,O O O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O
Be 11 thang ngoi dc ko c,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Có màu xanh k ạ,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
Thảm này 200k ạ?,ask_confirm,B-inform#object_type O B-ask_confirm#price O
Mấy cái này đều là bô ngồi cho bé fai ko ạ,ask_confirm,O O O O O B-ask_confirm#object_type O O O O O O
Sh ơi hôm trc mình thấy ghế này sh báo giá là 700k phải k ạ,ask_confirm,O O O O O O B-inform#object_type O O O O O B-ask_confirm#price O O O
Bình đấy vẫn giá 209k chứ ạ,ask_confirm,B-inform#object_type O O O B-ask_confirm#price O O
Này là xích đu hả shop?,ask_confirm,O O B-ask_confirm#object_type I-ask_confirm#object_type O O
Còn màu vàng k ạ,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O
thảm 1m8 2m lun hả b,ask_confirm,B-inform#object_type B-ask_confirm#size I-ask_confirm#size O O O
Xuất sứ VN hả bạn,ask_confirm,O O B-ask_confirm#origin O O
Ghế còn màu xám k ạ,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color O O
Có màu hồng k b ?,ask_confirm,O B-ask_confirm#color I-ask_confirm#color O O O
Cái này là ghế nhựa,ask_confirm,O O O B-inform#object_type B-ask_confirm#material
Có phải là cái như này ko,ask_confirm,O O O O O O O
Trẻ sơ sinh có nằm đc ko b?,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O
Bé 1m trèo ra đc o b,ask_confirm,O B-ask_confirm#age_of_use O O O O O
Rộng 1m8x2m ha shop,ask_confirm,O B-ask_confirm#size O O
Cái này là xanh chân cong ạ?,ask_confirm,O O O B-ask_confirm#object_type O O O
Bé mình mới 2 tháng thì có sử dụng đc kg b?,ask_confirm,O O O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O O O O
1.050.000 pk sh,ask_confirm,B-ask_confirm#price O O
Bé 2 tháng nằm đc k ạ,ask_confirm,O B-ask_confirm#age_of_use I-ask_confirm#age_of_use O O O O
Chất liệu cao su hay gì b nhờ,ask_confirm,O O B-ask_confirm#material I-ask_confirm#material O O O O
Còn con màu nâu xù k bn,ask_confirm,O O B-ask_confirm#color I-ask_confirm#color O O O
Tham nay nhap khau han quoc hay sao,ask_confirm,O O O O B-ask_confirm#origin I-ask_confirm#origin O O
Là còn 2250 ha shop,ask_confirm,O O B-ask_confirm#price O O
